"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",424512,34164,413641,31615,0.0804782903663501,0.0764310114326191,0.0784546508994846
"R",1874091,172646,1814415,159765,0.0921225276680802,0.0880531741635734,0.0900878509158268
"T",2298603,206810,2228056,191381,0.0899720395387981,0.0858959559364756,0.0879339977376369
