"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",673045,174151,633083,164575,0.258750900757007,0.259958014983817,0.259354457870412
"R",2951105,880066,2790930,831673,0.29821575308232,0.2979913505534,0.29810355181786
"T",3624150,1054218,3424013,996248,0.290886966599065,0.2909591756807,0.290923071139882
