"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",154322,15119,175178,12867,0.0979704773136688,0.0734510041215221,0.0857107407175955
"R",691384,76406,770077,65023,0.11051166934728,0.0844370108443701,0.0974743400958252
"T",845706,91525,945255,77889,0.108223188673132,0.0823999873050129,0.0953115879890726
