"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",24541160,4781453,26302568,5087552,0.194834025775473,0.193424155390455,0.194129090582964
"R",118079808,24162848,125630120,25709707,0.204631498045796,0.204646043480656,0.204638770763226
"T",142620968,28944301,151932688,30797259,0.202945621572278,0.20270331161389,0.202824466593084
