"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",204287,21066,200056,17431,0.103119630715611,0.0871306034310393,0.0951251170733251
"R",932267,106457,891960,88085,0.114191535257603,0.0987544284497063,0.106472981853655
"T",1136554,127523,1092016,105516,0.112201444014099,0.0966249578760751,0.104413200945087
