"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",40329,7357,42349,6821,0.182424558010365,0.161066377010083,0.171745467510224
"R",149441,31790,153286,29475,0.21272609257165,0.192287619221586,0.202506855896618
"T",189770,39147,195635,36296,0.206286557411604,0.185529174227516,0.19590786581956
