"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",930403,185458,908998,183092,0.199330827609111,0.201421785306458,0.200376306457785
"R",3644683,763655,3611685,753913,0.20952576671277,0.20874273365479,0.20913425018378
"T",4575086,949113,4520683,937005,0.207452493789188,0.207270671268036,0.207361582528612
