"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",18949,5357,22653,4931,0.282706211409573,0.217675363086567,0.25019078724807
"R",64203,20213,75280,18605,0.314829525100073,0.247143995749203,0.280986760424638
"T",83152,25569,97933,23536,0.307497113719454,0.240327570890303,0.273912342304878
