"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",26238,6329,26208,6746,0.241215031633509,0.25740231990232,0.249308675767914
"R",88041,25930,89769,27637,0.294521870492157,0.30786797223986,0.301194921366009
"T",114279,32259,115977,34383,0.282282834116504,0.296463954059857,0.289373394088181
