"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",18981,4747,19278,4535,0.250092197460619,0.235242245046167,0.242667221253393
"R",70674,19604,72098,18728,0.277386308967937,0.259757552220589,0.268571930594263
"T",89655,24351,91376,23263,0.271607830015058,0.254585449133252,0.263096639574155
