"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",26594,5959,28722,7031,0.224073099195307,0.244794930715131,0.234434014955219
"R",94093,24207,102983,28563,0.2572667467293,0.277356456890943,0.267311601810121
"T",120687,30166,131705,35594,0.249952356094691,0.270255495235564,0.260103925665128
