"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",1475398,272899,1342450,252241,0.184966361619034,0.187896011024619,0.186431186321827
"R",5432442,1123707,5055459,1038645,0.206851173008382,0.205450187609078,0.20615068030873
"T",6907840,1396606,6397909,1290886,0.202176946773521,0.201766858515806,0.201971902644663
