"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",53128,11429,62603,13610,0.215121969582894,0.217401721962206,0.21626184577255
"R",257105,49175,291899,58562,0.191264269461893,0.200624188503558,0.195944228982725
"T",310233,60604,354502,72172,0.195349946653,0.203587003740458,0.199468475196729
