"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",29954,6351,33922,7292,0.212025105161247,0.214963740345499,0.213494422753373
"R",108415,24646,121158,28299,0.227330166489877,0.233571039469123,0.2304506029795
"T",138369,30997,155080,35591,0.224016940210596,0.229500902759866,0.226758921485231
