"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",481329,119960,492766,127662,0.249226620461265,0.259072257420358,0.254149438940811
"R",2180517,541138,2290807,575882,0.248169585469868,0.251388266231071,0.249778925850469
"T",2661846,661098,2783573,703544,0.24836072409899,0.252748535784763,0.250554629941876
