"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",65321,12841,71418,13855,0.196583028428836,0.193998711809348,0.195290870119092
"R",228124,48456,249194,52280,0.212410794129509,0.209796383540535,0.211103588835022
"T",293445,61298,320612,66135,0.208890933565063,0.206277369530772,0.207584151547918
