"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",24360,5546,25089,5594,0.227668308702791,0.222966240184942,0.225317274443867
"R",84950,21249,80990,21430,0.250135373749264,0.264600567971355,0.257367970860309
"T",109310,26795,106079,27024,0.245128533528497,0.254753532744464,0.24994103313648
