"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",76010,24830,89175,26928,0.326667543744244,0.301968040370059,0.314317792057151
"R",306556,100637,334675,109137,0.328282597633059,0.326098453723762,0.32719052567841
"T",382566,125468,423850,136065,0.327964325109916,0.321021587825882,0.324492956467899
