"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",40780,9460,44430,9357,0.231976459048553,0.210600945307225,0.221288702177889
"R",156561,40102,164349,39663,0.256142973026488,0.241333990471497,0.248738481748992
"T",197341,49563,208779,49020,0.251154093675415,0.234793729254379,0.242973911464897
