"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",54712,10132,55197,10996,0.185187892966808,0.199213725383626,0.192200809175217
"R",208024,44418,211955,48206,0.213523439603123,0.227435068764596,0.220479254183859
"T",262736,54550,267152,59202,0.207622860970708,0.221604180391687,0.214613520681198
