"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",20790,3986,21037,3748,0.191726791726792,0.178162285496982,0.184944538611887
"R",77515,15885,79924,14937,0.204928078436432,0.186890045543266,0.195909061989849
"T",98305,19871,100961,18685,0.202136208738111,0.18507146323828,0.193603835988196
