"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",31961,6238,31584,5355,0.195175369982166,0.169547872340426,0.182361621161296
"R",118504,23337,113652,20036,0.196930061432525,0.176292542146201,0.186611301789363
"T",150465,29575,145236,25391,0.196557338916027,0.17482580076565,0.185691569840839
