"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",67772,25502,72141,28484,0.376291093667001,0.394837886915901,0.385564490291451
"R",258682,105008,289254,117287,0.40593469974718,0.405480995941283,0.405707847844232
"T",326454,130510,361395,145771,0.399780673540529,0.40335643824624,0.401568555893385
