"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",519051,28489,654660,37811,0.0548867067012683,0.0577566981333822,0.0563217024173252
"R",2074272,346122,2570034,459367,0.166864326375712,0.178739658697122,0.172801992536417
"T",2593323,374611,3224694,497178,0.144452117996871,0.154178349945762,0.149315233971317
