"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",896579,44043,883820,42571,0.0491233901307079,0.0481670475888756,0.0486452188597918
"R",3494899,524706,3429906,507169,0.150134810762772,0.147866734540247,0.149000772651509
"T",4391478,568749,4313726,549740,0.129511977516453,0.12743971221167,0.128475844864062
