"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",721383,65857,788061,73706,0.0912926974991093,0.0935282928605781,0.0924104951798437
"R",2852741,795579,3085330,890404,0.278882310030949,0.288592792343121,0.283737551187035
"T",3574124,861435,3873391,964110,0.241019897462987,0.248905932811844,0.244962915137415
