"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",295474,12292,310182,14063,0.041600953044938,0.0453378983951358,0.0434694257200369
"R",1200059,142971,1268157,163574,0.119136642448413,0.128985606671729,0.124061124560071
"T",1495533,155262,1578339,177637,0.103817167524889,0.112546797614454,0.108181982569672
