"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",192394,14345,235819,17467,0.0745605372308908,0.0740695194195548,0.0743150283252228
"R",956959,174727,1187167,212750,0.182585669814485,0.179208148474477,0.180896909144481
"T",1149353,189072,1422986,230217,0.164502985592764,0.161784444822366,0.163143715207565
