"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",309784,11910,335533,13749,0.0384461431190765,0.0409765954466476,0.039711369282862
"R",1246235,139303,1354732,160811,0.111779078584697,0.118703182622098,0.115241130603398
"T",1556019,151213,1690265,174561,0.0971794046216659,0.103274338639207,0.100226871630437
