"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",3455962,702902,2645032,512367,0.203388231699307,0.193709187639318,0.198548709669312
"R",41345904,8637706,30179570,6296291,0.208913221488639,0.208627591446797,0.208770406467718
"T",44801866,9340607,32824602,6808658,0.2084870081081,0.207425454846338,0.207956231477219
