"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",884437,54810,852271,53111,0.061971627148118,0.0623170329625201,0.062144330055319
"R",3535434,664071,3424960,643489,0.187832950636329,0.187882194244604,0.187857572440467
"T",4419871,718882,4277231,696600,0.162647733384074,0.162862375214245,0.162755054299159
