Count-435,Count-436,Count-435,Count-436
7730,1446,5927,1550
7498,1593,6273,2001
7091,1595,5984,2243
7106,1812,5898,1718
6496,1636,6172,1691
5720,1701,5956,2050
6641,1698,5961,1903
5957,1729,4943,1566
5452,1618,4611,1921
5995,1538,4645,1906
5979,1591,4685,1665
5116,1507,4972,1655
5566,1662,4053,1614
5532,1406,3993,1748
5225,1371,4299,2044
4907,1686,4253,1721
5084,1700,4110,1929
4521,1760,3791,1860
4782,1621,4164,1867
4481,1618,3689,2139
4488,1880,4004,2363
4207,2136,3770,2611
3976,2170,3896,2607
4104,2169,3826,2756
4312,2215,3753,2992
3932,2598,3539,3053
4241,2643,3393,3388
4259,2805,3860,3457
3965,3184,3344,3792
3728,3061,3298,4295
3706,3600,2977,4364
3568,4192,2794,4497
3206,4096,2607,4583
3061,4081,2653,4792
2911,4047,2475,4845
2736,5008,2589,5180
2709,5351,2348,4779
2552,5105,2076,4520
2055,5271,2074,5098
2470,5912,1870,4808
2024,5841,1873,5273
2170,5839,1787,4977
2061,5991,1706,5735
1990,5355,1979,5080
1939,5933,1974,5529
1586,6142,1696,5110
1768,6098,1837,5461
1648,6249,1864,5219
1697,5950,1711,5158
1523,6283,1736,5099
1464,5851,1474,5606
1457,5768,1488,4931
1499,5975,1554,4842
1681,5623,1801,4532
1434,5343,1454,4151
1367,5657,1994,4517
1315,5157,1720,4644
1277,5164,1719,4710
1285,5523,1807,4546
1465,4846,1701,4462
1597,4842,1982,4543
1361,4235,1781,4232
1561,4540,1842,4185
1227,3862,1740,4065
1692,3608,1811,3393
1472,3514,2191,3117
1268,3507,2387,3206
1413,2886,2145,2988
1498,2955,2585,2627
1518,2361,2351,2539
1936,2031,2573,2569
1590,2122,2743,1975
1814,1827,2570,2477
1837,1736,2890,2395
2328,1584,3167,2239
1999,1746,2996,1993
2238,1677,3484,1890
2826,1456,3795,2120
2704,1536,3992,1760
2701,1643,4084,2169
3026,1403,4578,2190
3583,1522,5103,2230
3509,1462,4955,2082
3308,1674,5555,2096
4236,1546,6606,2342
3802,1332,5711,2421
4570,1688,6610,2363
4877,1351,7098,1927
4555,1653,7018,2154
5790,1735,7157,2466
6045,1582,8057,2005
5830,1566,8143,2321
6649,1890,7786,2621
6403,1688,8044,2471
6953,1713,9529,2333
7813,1477,9325,2443
7987,2012,9293,2307
8265,1720,10066,2570
9042,1883,10256,2566
9144,1860,10416,2499
9274,1780,10991,2811
9856,1856,10190,2312
11081,2089,11242,2274
10961,2094,11991,2880
11513,2149,12281,3089
11888,2220,11845,2933
12503,2159,12012,2521
12997,2212,12280,2556
13186,2252,12621,2519
12390,2371,12016,2951
12636,2299,12642,2759
13988,2230,13057,2875
13663,2117,12506,2855
13133,2268,12519,2561
13146,1985,11942,2496
12353,2775,11283,2643
12297,2590,11689,2653
11614,2362,11255,2427
11556,1998,10732,2452
10781,2126,10522,2271
10925,2043,10122,2565
10247,2290,10070,2576
10345,1924,10081,2463
10013,1898,9530,2312
9577,1988,8865,2846
9531,1779,8732,2758
8370,2019,8612,2276
7477,1784,7843,2623
7206,2314,7724,2348
6883,2299,6923,2616
6564,1979,6165,2086
6609,1991,6895,2768
5868,2099,5483,2568
5135,1959,5534,2211
5042,1958,5067,2589
4385,2183,4994,2542
4380,1842,4686,2531
4132,1839,4851,2782
4261,2002,4573,2100
3689,2549,4235,2641
3073,2452,4047,2608
2971,2035,3569,2272
2657,2064,3942,2292
2748,2163,3367,2340
2735,2361,3368,2416
2623,2103,3280,2372
2784,1865,3360,2299
2524,2094,3029,2125
3024,1772,2961,2384
2477,2054,3087,2173
2441,2079,2675,2187
2441,2167,2740,2140
2375,2230,2829,2128
2426,1828,2725,2247
2421,1961,2782,1989
2222,2262,2827,2162
2493,1885,3194,2225
2689,1863,3022,2359
2625,1814,3467,2303
2716,2105,3378,2001
3050,1827,3342,2183
3235,1854,3543,1931
3645,1904,3976,2055
3532,2210,4152,1886
3965,1677,4459,2278
4186,1756,4094,2024
5064,1649,4794,2017
4457,1935,5477,1895
5147,1936,5452,2022
5607,1685,5625,2116
5527,1754,5728,1956
6214,1808,6415,1842
7056,1925,6272,2057
7482,1565,6331,2265
7332,1898,6909,1961
7887,2396,7349,2291
7828,1714,7949,1927
8582,2379,7776,1876
8606,2415,7905,2289
8795,1835,7810,1974
8436,2026,7591,2180
9438,1826,7687,2069
9209,1899,7988,1955
8923,2028,7788,1999
8806,1888,7020,1837
8841,1926,7337,1911
9150,1862,6591,2114
8526,1807,6910,2193
8759,1986,6641,1875
7836,2017,6247,1984
7511,1721,5299,1840
7658,1762,5018,2232
7053,1428,5567,1532
6988,1737,5102,1841
6543,1457,4896,1853
6013,1671,4624,1519
5342,1703,4196,1420
5139,1329,4065,1555
4742,1468,3840,1346
4185,1293,3428,1434
3588,1465,3334,1553
3253,1292,2975,1677
3607,1221,2616,1312
3038,1358,2438,1384
2727,1330,2345,1374
2773,1219,2140,1571
2263,956,2080,1154
2310,1144,2107,1280
2123,1209,2081,1388
1758,947,2033,1087
1906,1128,1686,1235
1677,1186,1601,1295
1484,1167,1662,1176
1455,1161,1430,1193
1448,1005,1473,1330
1457,1058,1606,1331
1576,1259,1360,1435
1397,1139,1420,1247
1458,856,1632,1291
1392,1104,1494,1268
1234,1256,1273,1277
1255,992,1486,1166
1272,1147,1412,1238
1445,1149,1219,1345
1132,1049,1221,1447
1091,1088,1176,1415
1191,955,1232,1396
1196,1378,1413,1256
1377,1314,1212,1236
1410,1066,1310,1351
1214,1248,1175,1389
1119,1076,1350,1459
1153,1247,1128,1221
1295,1152,1354,1556
1125,1134,1172,1724
1101,1066,1402,1316
1079,1265,1506,1412
873,1123,1348,1489
1101,962,1388,1538
1214,1321,1380,1270
1171,1195,1373,1509
1065,1038,1140,1469
1129,1172,1381,1420
1169,1187,1502,1356
1148,967,1296,1360
1231,1129,1401,1457
1024,1214,1348,1464
1112,1017,1286,1339
1088,990,1102,1185
1183,1444,1345,1525
1037,986,1344,1717
1103,1039,1399,1609
1020,1014,1415,1407
1161,1073,1296,1832
1262,1397,1519,1591
1174,1564,1287,1583
1255,1536,1614,2348
1104,1660,1736,2648
1355,1811,1798,2546
1856,1904,1745,2624
1764,2137,1879,2634
1744,2184,1835,3235
1791,2521,2144,3208
2057,3040,1941,3293
1753,2925,2219,3490
2212,3031,2621,3637
2507,3101,2860,3483
2435,3861,2912,4654
3052,3858,2725,4381
2603,3986,3154,4602
3230,3974,3676,4924
3459,4276,3371,5555
3534,4270,3804,4924
3645,4856,3918,5215
4058,4961,4022,4738
3903,4733,4400,5429
4170,4854,4633,5828
4414,4883,4377,5003
4798,4695,4571,5367
4845,4554,4492,5332
4977,5097,4425,5649
4653,4991,4563,5326
4993,5209,4276,5624
5183,5328,4582,5272
5504,5408,4539,5060
5380,5441,4124,5495
5852,5334,4783,5142
4890,5068,4399,4552
5112,6215,4121,4613
5080,5309,4009,4739
4580,5323,3611,4965
4573,4849,3467,4494
3795,5281,2766,4694
3916,4703,3228,4392
3146,4585,2737,4231
3080,4780,2500,4467
3001,4580,2523,4032
2557,4375,2238,3992
2374,4022,2349,4229
1909,4204,2229,4176
1817,4124,1887,4220
2033,3936,1745,3991
1994,3766,1710,3646
1814,3970,1525,3911
1803,4426,1722,4083
1751,3883,1574,3897
1643,3677,1698,3746
1743,3723,1909,3989
1620,4044,1809,4015
1705,4065,1873,3979
1570,4245,1755,3566
1981,3951,1825,3874
1673,4056,1944,3894
1566,4237,1675,3826
2027,3971,1884,3314
1794,3426,2081,3621
2190,3950,1888,4341
2023,4018,2231,3872
2065,3802,2182,4193
2230,3852,2001,4165
2409,3771,2531,4419
2319,4225,2520,3936
2698,4023,2758,4346
2701,4467,3005,4550
2748,4297,3340,4573
2717,4638,3325,4955
3124,4221,3684,4795
3277,5076,3513,4493
4030,4451,4026,5052
3980,4911,4834,5145
4390,4848,5682,5457
4628,5155,6047,5481
5106,5188,5974,5359
5544,5530,6229,5477
6653,5640,7680,6040
6749,5928,8534,5530
7872,5535,8311,5844
9493,6242,9369,6550
9965,5921,10248,6215
10456,5816,11274,6112
11752,5870,11752,6438
12493,6659,12424,6350
13259,6719,13970,6064
13826,6026,14241,6241
15610,6115,14759,6569
16824,6066,15754,6222
18520,6109,16712,6475
18600,6727,16920,5935
21040,5943,17616,5992
21768,6491,17960,5982
22248,6345,18264,5779
23600,6158,19480,5323
23352,6124,17984,5634
23400,6425,18360,5417
23248,5866,18136,5412
24256,5827,18992,5316
23592,5104,19400,5084
24016,5601,18120,4880
22184,5087,17656,4602
