"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",3623857,751158,3640776,727198,0.207281357956454,0.199737089016188,0.203509223486321
"R",12804332,3823215,12800458,3701262,0.298587618627821,0.289150747574813,0.293869183101317
"T",16428189,4574373,16441234,4428460,0.278446577404241,0.2693508285327,0.273898702968471
