"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",1096001,241826,1228904,264917,0.220643959266461,0.21557176150456,0.21810786038551
"R",5097070,1232876,5574599,1350600,0.241879354217227,0.242277516284131,0.242078435250679
"T",6193071,1474703,6803503,1615518,0.238121442495977,0.237453852816703,0.23778764765634
