Count-435,Count-436,Count-435,Count-436
9129,1888,7973,2284
8981,1506,8023,1952
8459,1633,8045,2062
8566,1642,7695,2206
8297,1872,6943,1925
7636,1797,7329,1983
6930,1558,6820,1858
7281,1546,7164,2079
7250,1543,7264,2357
6162,1839,6622,1927
6418,1588,5964,1831
6476,1789,6351,1730
5736,1815,6143,2030
5440,1403,5588,1981
5302,1746,6056,2060
6037,1734,5146,2060
5599,2170,5386,2034
5564,1697,4816,2781
4557,2057,5213,2025
5729,1756,4724,2435
4950,2225,5251,2551
5155,2255,4980,2924
5093,2449,5119,2355
4746,2683,4702,3075
4383,2514,4710,2800
4627,2666,4971,2871
4864,3158,4250,3198
5067,3146,4677,3422
4333,3492,4515,3646
4292,3525,3944,4398
4424,4144,4137,4096
3887,4348,4027,4335
4279,4804,3836,5097
3655,5310,3474,5109
3578,4999,3464,5680
3328,5194,3309,5604
3135,5430,3267,5445
3241,5999,3277,6288
3171,5763,2641,6452
2597,5896,2496,6488
2608,5795,2554,6972
2229,6761,2720,6813
2375,6390,2859,6930
2173,7025,2941,6600
2033,6792,2527,6495
2088,6786,2028,6405
2209,6791,2180,6679
1987,7171,2157,6861
1795,6641,1992,6834
1939,7092,2169,6800
1679,7329,1988,5976
1921,6915,2299,6284
1674,6584,1891,6334
1540,6319,2180,6333
1650,7191,2384,6932
1467,6101,2112,6325
1407,6358,2370,6355
1696,6017,2229,6245
1364,5523,1918,6045
1500,5704,2416,5803
1305,5535,1893,5572
1835,4959,2350,4997
1541,4984,1875,4908
1455,4216,2021,4739
1618,4609,2277,4352
1495,4105,2214,4060
1452,3468,2403,3633
1780,3196,2319,3613
1906,3221,2451,3201
1495,2838,2367,3491
1980,2858,2538,3108
1854,2400,2470,2883
2084,2271,2834,2582
2054,1866,2951,2400
2177,2130,3412,2372
2167,2088,2916,2500
2714,1816,3501,2164
2739,1541,3615,2344
2545,1328,3914,2000
3007,1541,3906,2192
3506,1648,4437,1952
3467,1617,4791,2318
3778,1440,5104,2092
3640,1675,5433,2048
3837,1613,6081,2156
4911,1533,5770,2342
4943,1702,7093,2224
5390,1872,7202,2216
5499,1580,7978,2274
5706,1691,7979,2483
6309,1744,8228,2538
6841,1527,8292,2445
7235,1601,8994,2726
7134,1812,9665,2739
7837,1650,9472,2683
8031,1993,9568,2588
8725,1993,10642,2719
9433,1749,11362,2524
9507,2299,11853,2786
10319,1612,11663,2654
11157,1832,11462,2985
11120,2311,12665,2744
11011,2522,13010,2799
12943,2386,13111,2903
12760,2399,13785,2926
12982,2331,15196,3058
13554,2057,14827,2915
14551,2655,15038,2899
13364,2365,15138,2918
14304,2489,15154,3121
14258,2091,14916,3073
14164,2548,16004,2998
14638,2465,16014,3018
13779,2286,14836,3351
14341,2330,14893,3127
13951,2081,14813,3086
13503,2616,13943,2948
12843,2392,14116,2865
13388,2697,13352,2999
12717,2479,13594,3066
12832,2110,12199,2735
11678,2385,12887,2361
11149,2082,12188,2699
11936,2206,11853,2398
11087,2333,11093,2462
10551,2128,11083,2642
9520,2075,9590,2718
9456,1831,9600,2472
8206,2226,8640,2563
8425,2065,8195,2450
7230,2156,7985,2490
7088,2120,7663,2510
6386,2208,6872,2511
6487,2200,6697,2455
5591,2071,6510,2442
5199,2116,5758,2838
5269,2236,5723,2731
4536,1857,5554,2788
4395,2375,4744,2716
3520,2389,4639,2658
3781,2200,4590,2481
3542,2175,4979,2605
3174,2578,4158,2568
3301,2232,3798,2828
3024,2436,3609,2791
3224,2376,3803,2428
2780,2272,3732,2649
2906,2567,3511,2758
2905,2192,3513,2510
2763,2159,3265,2799
2946,2230,3029,2789
2692,2415,3272,2454
2617,2278,3420,2768
2788,2283,3273,2285
3130,2315,2949,2254
2430,2245,3188,2447
2747,1921,3214,2227
2944,2184,3620,2165
3008,2122,3321,2480
2911,1970,3543,2251
3118,1943,3612,2507
4067,2106,3824,1959
3795,2027,3898,2313
4363,2132,4328,2378
4443,1966,4695,2117
4642,1966,4911,2030
5272,2019,4998,2279
4918,1755,5537,2318
5924,2193,5439,2051
6115,2036,6672,2163
6810,2211,6773,2426
7448,2309,6458,2598
7489,2116,7285,2308
7746,1988,8900,2289
8867,2042,8246,2517
8916,2166,9159,2637
8880,2253,9686,2397
