"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",39001,9892,48413,12036,0.253634522191739,0.24861091029269,0.251122716242214
"R",129627,31601,159941,38452,0.243784088191503,0.240413652534372,0.242098870362938
"T",168628,41493,208354,50488,0.246062338401689,0.242318362018488,0.244190350210088
