"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",1130770,213524,1121152,206415,0.188830619843116,0.184109737127526,0.186470178485321
"R",3467187,712239,3405493,688524,0.205422724531443,0.202180418517965,0.203801571524704
"T",4597957,925763,4526645,894939,0.201342248307237,0.197704701826629,0.199523475066933
