"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",1774905,338584,1671085,316742,0.190761759080063,0.189542722243333,0.190152240661698
"R",5533499,1129393,5169270,1056534,0.204101057938205,0.204387466702262,0.204244262320233
"T",7308404,1467977,6840355,1373275,0.200861501361994,0.200760779228563,0.200811140295279
