"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",154775,50619,156608,52650,0.327048942012599,0.336189722108705,0.331619332060652
"R",530940,168846,553081,175620,0.318013334840095,0.317530343656716,0.317771839248405
"T",685715,219464,709689,228270,0.320051333279861,0.321647933108728,0.320849633194295
