"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",256709,51250,271309,52424,0.19964239664367,0.193226173846057,0.196434285244864
"R",982579,201639,1023916,206260,0.205214033680752,0.201442305814149,0.203328169747451
"T",1239288,252888,1295225,258684,0.204059104905397,0.199721283946805,0.201890194426101
