"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",603047,146604,598574,146008,0.243105429593382,0.24392639840688,0.243515914000131
"R",2229508,726842,2235398,723886,0.326010043471474,0.323828687329952,0.324919365400713
"T",2832555,873445,2833972,869894,0.308359414027265,0.306952221122862,0.307655817575064
