"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",290251,66876,291673,66699,0.230407474909647,0.22867732014962,0.229542397529633
"R",1100154,331563,1108839,330685,0.301378716070659,0.298226343048901,0.29980252955978
"T",1390405,398440,1400512,397384,0.286563986752061,0.283741945802678,0.28515296627737
