"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",891640,235284,880588,233420,0.263877798214526,0.265072883119007,0.264475340666766
"R",3278383,1166503,3269511,1157263,0.35581657176724,0.353955989137213,0.354886280452227
"T",4170023,1401787,4150099,1390682,0.336158097928956,0.335096102526711,0.335627100227834
