"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",113956,18963,110451,20380,0.166406332268595,0.184516210808413,0.175461271538504
"R",407797,67413,408883,72448,0.165310191099984,0.177185160547149,0.171247675823566
"T",521753,86376,519334,92827,0.165549599139823,0.1787423892909,0.172145994215361
