"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",129155,5620,135393,4721,0.0435136076806937,0.0348688632351746,0.0391912354579342
"R",496887,27864,533822,23408,0.0560771362502943,0.0438498226000427,0.0499634794251685
"T",626042,33484,669215,28130,0.0534852294255018,0.0420343237972849,0.0477597766113933
