"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",226613,30340,224444,28742,0.133884640333961,0.128058669423108,0.130971654878535
"R",837346,150421,796530,142499,0.179640196525689,0.178899727568328,0.179269962047009
"T",1063959,180761,1020974,171241,0.169894704589181,0.167723174145473,0.168808939367327
