"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",380330,50307,370137,51293,0.132271974338075,0.138578418261346,0.135425196299711
"R",1365009,249414,1356401,254303,0.182719674375773,0.187483642374195,0.185101658374984
"T",1745339,299721,1726538,305596,0.171726524188138,0.176999289908476,0.174362907048307
