"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",135297,18511,145852,18690,0.136817519974574,0.128143597619505,0.13248055879704
"R",522763,91775,567468,92661,0.175557566239386,0.163288502611601,0.169423034425493
"T",658060,110287,713320,111351,0.167594140351944,0.156102450513094,0.161848295432519
