"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",291518,38504,283668,37736,0.132081037877592,0.13302875192126,0.132554894899426
"R",1097667,190898,1070859,187088,0.173912488942457,0.174708341621072,0.174310415281765
"T",1389185,229402,1354527,224824,0.165134233381443,0.165979710998747,0.165556972190095
