"","H2O.A","D2O.A","H2O.B","D2O.B","A","B","AB"
"L",156978,26954,166012,31448,0.171705589318248,0.18943208924656,0.180568839282404
"R",608483,95820,632734,111797,0.157473585950635,0.176688782331912,0.167081184141273
"T",765461,122774,798746,143245,0.160392234222253,0.179337361313859,0.169864797768056
